title,premiere_year,final_year,seasons,episodes,country,technique,era,run_years,averageRating,numVotes,runtimeMinutes,genres,tconst
Wallykazam!,2014,2017,,65,United States,CGI,Streaming Era (2010+),3,7.6,911.0,24,"Adventure,Animation,Family",tt3514798
Wonder Showzen,2005,2006,,16,United States,Traditional/Live-action,Modern (97-09),1,8.4,5144.0,30.0,"Animation,Comedy",tt0450357
Woozle & Pip,2010,2015,3,39,Netherlands,Flash,Streaming Era (2010+),5,7.3,14.0,5.0,"Animation,Family,Short",tt12879180
Yoho Ahoy,2000,2001,2,39,United Kingdom,Traditional,Modern (97-09),1,8.3,56.0,5.0,"Animation,Family",tt0290383
Yoko,2015,,3,96,"Russia, Spain",CGI,Streaming Era (2010+),8,7.5,79.0,,"Adventure,Animation,Comedy",tt6058756
YooHoo to the Rescue,2019,2020,3,52,"Italy, South Korea",CGI,Streaming Era (2010+),1,6.6,79.0,,"Animation,Family",tt9817288
Young Justice,2010,2022,4,98,United States,Traditional,Streaming Era (2010+),12,8.6,50943.0,23.0,"Action,Adventure,Animation",tt1641384
Young Robin Hood,1991,1992,2,26,"Canada, United States",Traditional,Golden Age (85-96),1,6.9,151.0,26.0,"Action,Adventure,Animation",tt0202207
Yum Yum & You,2012,2012,1,7,United States,Flash,Streaming Era (2010+),0,,,,Animation,tt3877882
Yvon of the Yukon,1999,2004,3,52,Canada,Traditional,Modern (97-09),5,6.6,571.0,30.0,"Animation,Comedy",tt0233129
Yo Yogi!,1991,1992,1,13,United States,Traditional,Golden Age (85-96),1,5.1,318.0,30.0,"Adventure,Animation,Comedy",tt0101240
Zak Storm,2016,,,13,"France, Indonesia, Italy, South Korea, United States",CGI,Streaming Era (2010+),7,7.1,373.0,22.0,"Action,Adventure,Animation",tt4209752
Zeke's Pad,2008,2008,,26,"Australia, Canada",CGI,Modern (97-09),0,6.3,98.0,21.0,Animation,tt1356511
Zeroman,2004,2005,3,39,Canada,Traditional,Modern (97-09),1,6.0,241.0,,"Action,Animation,Comedy",tt0398615
Zevo-3,2010,2011,1,26,United States,Traditional,Streaming Era (2010+),1,6.1,117.0,22.0,"Action,Adventure,Animation",tt1747905
Zig & Sharko,2010,2020,3,234,France,"Traditional (Season 1), Flash",Streaming Era (2010+),10,6.8,1492.0,7.0,"Adventure,Animation,Comedy",tt2046005
Zig and Zag,2016,2016,,26,"Britain, Ireland",Flash,Streaming Era (2010+),0,6.3,33.0,11.0,"Animation,Family",tt4788714
Zip Zip,2015,,2,104,France,Flash,Streaming Era (2010+),8,7.4,94.0,30.0,"Adventure,Animation,Comedy",tt5109144
Zoboomafoo,1999,2001,2,65,United States,"Traditional, Stop Motion, Live-Action",Modern (97-09),2,7.6,4241.0,29.0,"Animation,Comedy,Family",tt0190211
Zazoo U,1990,1991,1,13,United States,Traditional,Golden Age (85-96),1,7.8,34.0,30.0,Animation,tt0218797
Yo Gabba Gabba!,2007,2015,4,66,United States,Live-Action/Flash,Modern (97-09),8,7.0,2143.0,23.0,"Family,Music",tt0877512
Yin Yang Yo!,2006,2009,,62,"Canada, United States",Flash,Modern (97-09),3,5.9,3458.0,10.0,"Action,Adventure,Animation",tt0855673
Yakkity Yak,2002,2003,1,26,"Australia, Canada",Flash,Modern (97-09),1,4.6,303.0,15.0,"Animation,Comedy,Fantasy",tt0350468
Word Party,2016,2021,,39,United States,CGI,Streaming Era (2010+),5,5.5,429.0,11.0,"Animation,Family",tt5235950
WordGirl,2007,2015,,130,United States,Flash,Modern (97-09),8,7.1,1709.0,30.0,"Action,Adventure,Animation",tt1128052
World of Quest,2008,2009,,26,"Canada, United States",Flash,Modern (97-09),1,7.2,332.0,30.0,"Action,Animation,Comedy",tt1001484
World of Winx,2016,2017,,26,Italy,Flash,Streaming Era (2010+),1,6.6,1067.0,30.0,"Action,Animation,Comedy",tt5874596
Wow! Wow! Wubbzy!,2006,,2,52,United States,Flash,Modern (97-09),17,6.3,1944.0,25.0,"Animation,Family,Fantasy",tt0762067
Wumpa's World,2001,2001,1,35,Canada,Traditional,Modern (97-09),0,8.2,13.0,,"Family,Fantasy",tt0471068
Wunschpunsch,2000,2002,2,52,"Germany, France, Canada",Traditional,Modern (97-09),2,7.4,1497.0,30.0,"Adventure,Animation,Comedy",tt0362384
Wussywat the Clumsy Cat,2015,2018,1,52,"Britain, Canada",Flash,Streaming Era (2010+),3,7.0,15.0,5.0,"Animation,Family",tt4771486
X-DuckX,2001,2006,2,78,France,Traditional,Modern (97-09),5,6.4,109.0,7.0,"Action,Animation",tt0482151
X-Men,1992,1997,5,76,"United States, Canada",Traditional,Golden Age (85-96),5,8.4,54042.0,23.0,"Action,Adventure,Animation",tt0103584
X-Men: Evolution,2000,2003,4,52,United States,Traditional,Modern (97-09),3,7.8,14680.0,23.0,"Action,Adventure,Animation",tt0247827
Xavier Riddle and the Secret Museum,2019,,1,27,"Canada, United States",Flash,Streaming Era (2010+),4,8.0,235.0,25.0,"Adventure,Animation,Comedy",tt11183572
Xavier: Renegade Angel,2007,2009,,20,United States,CGI,Modern (97-09),2,8.0,5600.0,12.0,"Adventure,Animation,Comedy",tt1132124
Xcalibur,2001,2002,1,40,"Canada, France",CGI,Modern (97-09),1,7.0,99.0,,"Action,Adventure,Animation",tt0305143
Xiaolin Chronicles,2013,2015,1,26,"France, United States","Traditional, CGI (during the showdowns)",Streaming Era (2010+),2,6.2,1277.0,22.0,"Action,Adventure,Animation",tt2824770
Xiaolin Showdown,2003,2006,3,52,United States,Traditional,Modern (97-09),3,7.4,8724.0,30.0,"Action,Adventure,Animation",tt0386993
Xyber 9: New Dawn,1999,1999,1,22,United States,Traditional,Modern (97-09),0,6.9,118.0,,"Action,Adventure,Animation",tt0218796
Woody Woodpecker,2018,2020,2,20,United States,Flash,Streaming Era (2010+),2,6.2,263.0,6.0,"Adventure,Animation,Comedy",tt9410706
Wacky Races,2017,2019,,65,United States,Flash,Streaming Era (2010+),2,5.1,284.0,30.0,"Animation,Family,Fantasy",tt5520388
W.I.T.C.H.,2004,2006,2,52,"France, United States",Traditional,Modern (97-09),2,7.3,5165.0,30.0,"Action,Adventure,Animation",tt0383718
Voltron: The Third Dimension,1998,2000,2,26,United States,CGI,Modern (97-09),2,6.3,241.0,,"Action,Adventure,Animation",tt0164303
Transformers: Cyberverse,2018,2020,3,62,United States,CGI,Streaming Era (2010+),2,6.8,621.0,11.0,"Animation,Short",tt8891990
Transformers: Earthspark,2022,2022,,,United States,CGI,Streaming Era (2010+),0,3.8,3239.0,23.0,"Action,Adventure,Animation",tt14298658
Transformers: Rescue Bots Academy,2019,2021,2,104,"Ireland, United States",Flash,Streaming Era (2010+),2,5.4,189.0,11.0,"Action,Adventure,Animation",tt9557812
Transformers: War for Cybertron Trilogy,2020,2021,3,18,United States,CGI,Streaming Era (2010+),1,7.2,4674.0,30,"Action,Adventure,Animation",tt9789660
Trash Truck,2020,,2,28,United States,CGI,Streaming Era (2010+),3,8.6,1094.0,,"Animation,Family",tt9288860
Treasure,2001,2001,1,26,Australia,Traditional,Modern (97-09),0,,,20.0,"Animation,Comedy,Family",tt11464646
Tree Fu Tom,2012,2016,5,26,United Kingdom,CGI,Streaming Era (2010+),4,5.4,300.0,26.0,"Action,Adventure,Animation",tt2299207
Transformers: Botbots,2022,,1,10,United States,Flash,Streaming Era (2010+),1,5.6,185.0,25.0,"Action,Adventure,Animation",tt14202476
Tripping the Rift,2004,2007,,39,"Canada, United States",CGI,Modern (97-09),3,6.8,2743.0,30.0,"Animation,Comedy,Fantasy",tt0315081
Trivia Quest,2022,,1,30,United States,Traditional,Streaming Era (2010+),1,5.8,292.0,9.0,"Adventure,Animation,Family",tt18393972
Trolls: The Beat Goes On!,2018,2019,8,52,Germany,Traditional,Streaming Era (2010+),1,5.9,1160.0,25.0,"Adventure,Animation,Comedy",tt7539608
Trollz,2005,2005,1,27,United States,Traditional,Modern (97-09),0,5.2,533.0,23.0,"Adventure,Animation,Comedy",tt0482436
Tron: Uprising,2012,2013,,19,United States,CGI,Streaming Era (2010+),1,8.1,10200.0,30.0,"Action,Adventure,Animation",tt1812523
Tronquinho e Pão de Queijo,2015,2015,,26,Brazil,Flash,Streaming Era (2010+),0,8.8,39.0,,"Animation,Family,Fantasy",tt5480860
Trotro,2004,2004,2,78,France,Flash,Modern (97-09),0,6.3,190.0,3.0,"Animation,Family",tt1074443
Truckers,1992,1992,1,13,United Kingdom,Traditional,Golden Age (85-96),0,7.6,246.0,11.0,"Adventure,Animation,Crime",tt0105646
TripTank,2014,2016,,28,United States,Flash,Streaming Era (2010+),2,6.5,1639.0,,"Animation,Comedy",tt2380303
Toxic Crusaders,1991,1993,1,13,United States,Traditional,Golden Age (85-96),2,6.5,711.0,24.0,"Action,Animation,Comedy",tt0173344
Totally Tooned In,1999,2000,1,65,United States,Traditional,Modern (97-09),1,8.1,31.0,30.0,"Animation,Comedy,Family",tt0783437
Totally Spies!,2001,2014,6,156,"Canada, France",Traditional,Modern (97-09),13,7.1,14859.0,22.0,"Action,Adventure,Animation",tt0283226
Toby's Travelling Circus,2012,2013,,52,United Kingdom,Stop Motion,Streaming Era (2010+),1,8.0,24.0,10.0,"Animation,Family",tt2412056
Toca Life Stories,2020,,1,42,United States,Flash,Streaming Era (2010+),3,8.3,44.0,,,tt12571190
ToddWorld,2004,2006,,78,"Canada, United States",Flash,Modern (97-09),2,6.4,123.0,22.0,"Animation,Family",tt0435585
Tom and Jerry in New York,2021,,2,13,United States,Flash,Streaming Era (2010+),2,6.9,491.0,21.0,"Adventure,Animation,Comedy",tt14833766
Tom and Jerry Tales,2006,2008,2,26,"Canada, United States",Traditional,Modern (97-09),2,7.4,4410.0,23.0,"Adventure,Animation,Comedy",tt0780438
Tom Goes to the Mayor,2004,2006,,30,United States,Stop Motion,Modern (97-09),2,6.7,3940.0,11.0,"Animation,Comedy",tt0425720
Toon In With Me,2021,,1,220,United States,Live-Action/Traditional,Streaming Era (2010+),2,7.9,431.0,60.0,"Animation,Comedy",tt13777138
Tooned,2012,2013,,20,United Kingdom,CGI,Streaming Era (2010+),1,8.1,252.0,4.0,"Animation,Comedy,Sport",tt2289228
ToonHeads,1992,2003,1,102,United States,Traditional,Golden Age (85-96),11,8.5,128.0,30.0,"Animation,Documentary,Family",tt0346422
ToonMarty,2017,2017,1,20,Canada,Flash,Streaming Era (2010+),0,6.7,105.0,20.0,"Adventure,Animation,Comedy",tt6894020
Toonsylvania,1998,1999,2,19,United States,Traditional,Modern (97-09),1,7.0,327.0,30.0,"Animation,Comedy,Family",tt0143068
Toopy and Binoo,2005,2006,2,32,Canada,Flash,Modern (97-09),1,7.2,285.0,23.0,"Adventure,Animation,Comedy",tt0459161
Toot & Puddle,2008,2009,,26,"Canada, United States",Traditional,Modern (97-09),1,7.2,144.0,24.0,"Adventure,Animation,Family",tt1315022
Top Wing,2017,2020,,52,Canada,CGI,Streaming Era (2010+),3,4.8,282.0,22.0,"Action,Adventure,Animation",tt7485592
Total Drama,2007,2014,,120,Canada,Flash,Modern (97-09),7,7.3,17542.0,22.0,"Action,Adventure,Animation",tt1173427
Total Drama Presents: The Ridonculous Race,2015,2015,1,26,Canada,Flash,Streaming Era (2010+),0,7.4,2564.0,22,"Action,Adventure,Animation",tt3787754
Total DramaRama,2018,2022,3,147,"Canada, United States",Flash,Streaming Era (2010+),4,4.0,1228.0,11.0,"Adventure,Animation,Comedy",tt8526988
Trucktown,2014,2018,,40,Canada,CGI,Streaming Era (2010+),4,6.8,40.0,13,"Action,Animation,Family",tt3860928
True and the Rainbow Kingdom,2017,2019,3,10,Canada,CGI,Streaming Era (2010+),2,7.1,643.0,22.0,"Adventure,Animation,Comedy",tt5607658
Trulli Tales,2017,2019,,52,"Canada, France, Italy",Flash,Streaming Era (2010+),2,6.5,59.0,11.0,"Animation,Family,Fantasy",tt10453700
Tube Mice,1988,1988,1,26,United Kingdom,Traditional,Golden Age (85-96),0,7.0,26.0,5.0,"Animation,Family",tt0429449
Unsupervised,2012,2012,,13,United States,Flash,Streaming Era (2010+),0,7.3,2787.0,22.0,"Animation,Comedy",tt2122954
Untalkative Bunny,2001,2003,3,39,"Britain, Canada",Traditional,Modern (97-09),2,7.7,175.0,30.0,"Animation,Comedy,Drama",tt0293743
Upin & Ipin,2007,,,228,Malaysia,CGI,Modern (97-09),16,6.4,606.0,7.0,"Animation,Comedy,Family",tt2976010
Urban Vermin,2007,2008,,26,Canada,CGI,Modern (97-09),1,6.6,45.0,,"Action,Animation,Comedy",tt1227523
Vampirina,2017,2021,2,39,"Ireland, United States",CGI,Streaming Era (2010+),4,6.4,1317.0,25.0,"Adventure,Animation,Comedy",tt7010622
VeggieTales,1993,,,47,United States,CGI,Golden Age (85-96),30,7.4,2242.0,32.0,"Animation,Comedy,Family",tt0865856
VeggieTales in the City,2017,2017,,26,United States,CGI,Streaming Era (2010+),0,4.7,169.0,,"Adventure,Animation,Comedy",tt6562134
VeggieTales in the House,2014,2016,,52,United States,CGI,Streaming Era (2010+),2,4.2,414.0,,"Adventure,Animation,Comedy",tt3692064
Vic the Viking,2013,2013,2,78,"Australia, France",CGI,Streaming Era (2010+),0,5.8,169.0,13.0,"Action,Adventure,Animation",tt3072988
Vikingskool,2022,2022,,,France,Flash,Streaming Era (2010+),0,6.3,49.0,30.0,"Action,Adventure,Animation",tt8558576
ViR: The Robot Boy,2013,2016,3,81,India,CGI,Streaming Era (2010+),3,3.3,166.0,30.0,"Animation,Comedy,Family",tt8242412
Virus Attack,2011,2011,,52,Italy,Flash,Streaming Era (2010+),0,7.1,29.0,,Animation,tt1883094
Visionaries: Knights of the Magical Light,1987,1987,1,13,United States,Traditional,Golden Age (85-96),0,7.6,1434.0,30.0,"Action,Adventure,Animation",tt0092476
Viva Piñata,2006,2009,,52,"Canada, United States",CGI,Modern (97-09),3,5.7,335.0,30.0,"Animation,Comedy,Family",tt0837069
Vixen,2015,2016,2,12,United States,Traditional,Streaming Era (2010+),1,6.9,4128.0,5.0,"Action,Adventure,Animation",tt4406248
Voltron Force,2011,2012,1,26,"Canada, United States",Traditional,Streaming Era (2010+),1,6.6,626.0,30.0,"Animation,Sci-Fi",tt1669774
Voltron: Legendary Defender,2016,2018,,78,United States,Flash/Traditional,Streaming Era (2010+),2,8.0,10836.0,23.0,"Action,Adventure,Animation",tt5580664
Undone,2019,,,8,United States,Traditional,Streaming Era (2010+),4,8.2,26640.0,30.0,"Animation,Drama,Fantasy",tt8101850
The Emperor's New School,2006,2008,2,52,United States,Traditional,Modern (97-09),2,6.6,7363.0,30.0,"Adventure,Animation,Comedy",tt0465327
Underground Ernie,2006,2009,1,26,United Kingdom,CGI,Modern (97-09),3,5.9,54.0,12.0,"Animation,Family",tt0939516
Underdogs United,2022,2022,1,,Argentina,Flash,Streaming Era (2010+),0,7.0,31.0,11.0,"Action,Adventure,Animation",tt16245822
Tuca & Bertie,2019,,3,25,United States,Flash,Streaming Era (2010+),4,7.4,9227.0,26.0,"Animation,Comedy",tt8036272
Tugs,1989,1989,1,13,United Kingdom,Stop Motion,Golden Age (85-96),0,8.5,326.0,15.0,"Adventure,Animation,Family",tt0765798
Tuiga,2019,,,13,Brazil,Flash,Streaming Era (2010+),4,8.7,34.0,,Animation,tt11128506
Turbo Dogs,2008,2010,,26,"Canada, New Zealand, United States",CGI,Modern (97-09),2,6.9,113.0,30.0,"Animation,Family",tt1352642
Turbo FAST,2013,2016,3,52,United States,Flash/Traditional,Streaming Era (2010+),3,6.5,937.0,23.0,"Action,Adventure,Animation",tt3010520
Turning Mecard,2015,2016,1,52,South Korea,Traditional,Streaming Era (2010+),1,8.3,105.0,26.0,"Action,Adventure,Animation",tt7905120
Tutenstein,2003,2008,,40,United States,Traditional,Modern (97-09),5,7.0,3522.0,22.0,"Adventure,Animation,Family",tt0386986
Twelve Forever,2019,2019,1,25,United States,Traditional,Streaming Era (2010+),0,6.9,883.0,,"Action,Adventure,Animation",tt8009622
"Twinkle, the Dream Being",1993,1993,1,26,United States,Traditional,Golden Age (85-96),0,7.8,38.0,30.0,"Adventure,Animation,Fantasy",tt1176879
Twipsy,1999,1999,1,26,Germany,"Traditional, CGI",Modern (97-09),0,7.7,31.0,11.0,Animation,tt2436454
Twirlywoos,2015,2017,,50,United Kingdom,Stop Motion,Streaming Era (2010+),2,7.3,238.0,15.0,"Animation,Family",tt4481920
Two More Eggs,2015,2017,3,90,United States,Flash,Streaming Era (2010+),2,5.9,179.0,,"Animation,Comedy,Family",tt4872358
Ugly Americans,2010,2011,2,31,United States,Flash,Streaming Era (2010+),1,7.9,11737.0,30.0,"Animation,Comedy,Fantasy",tt1621748
Ultimate Book of Spells,2001,2001,1,26,Canada,Traditional,Modern (97-09),0,6.8,175.0,22.0,"Action,Animation,Family",tt0298707
Ultimate Spider-Man,2012,2017,4,104,United States,Traditional,Streaming Era (2010+),5,7.2,16476.0,23.0,"Action,Adventure,Animation",tt1722512
Ultra City Smiths,2021,,1,6,United States,Stop Motion,Streaming Era (2010+),2,6.6,440.0,18.0,"Animation,Comedy,Crime",tt13148384
Ultraforce,1995,1995,1,13,United States,Traditional,Golden Age (85-96),0,6.0,216.0,25.0,"Action,Animation,Sci-Fi",tt0484812
Undergrads,2001,2001,1,13,"Canada, United States",Flash,Modern (97-09),0,7.7,3085.0,30.0,"Animation,Comedy",tt0292861
Driver Dan's Story Train,2010,2013,,108,United Kingdom,CGI,Streaming Era (2010+),3,7.3,44.0,48.0,"Animation,Documentary,Family",tt2959350
The Dreamstone,1990,1995,4,52,United Kingdom,Traditional,Golden Age (85-96),5,7.9,454.0,25.0,"Adventure,Animation,Family",tt0299286
The Dog & Pony Show,2020,,1,23,Canada,Traditional,Streaming Era (2010+),3,7.7,58.0,11.0,"Animation,Comedy",tt13049926
Sharkdog,2021,,2,14,United States,CGI,Streaming Era (2010+),2,5.9,294.0,7,"Adventure,Animation,Comedy",tt12211696
Shaun the Sheep,2007,,5,150,United Kingdom,Stop Motion,Modern (97-09),16,8.1,19877.0,7.0,"Animation,Comedy,Family",tt0983983
She-Ra and the Princesses of Power,2018,2020,5,52,United States,Traditional,Streaming Era (2010+),2,8.1,22229.0,30.0,"Action,Adventure,Animation",tt7745956
Sheeep,2000,2001,1,26,United Kingdom,Traditional,Modern (97-09),1,7.0,13.0,,"Animation,Family",tt22299106
Sheep in the Big City,2000,2002,2,27,United States,Traditional,Modern (97-09),2,6.9,1863.0,30.0,"Animation,Comedy,Family",tt0260653
Shelley Duvall's Bedtime Stories,1992,1993,2,12,United States,"Traditional, Live-action",Golden Age (85-96),1,7.5,192.0,30.0,"Adventure,Animation,Comedy",tt0103544
Sherlock Holmes in the 22nd Century,1999,2001,1,26,"UK, US, France",Traditional,Modern (97-09),2,7.0,618.0,30.0,"Action,Adventure,Animation",tt0218791
Shaggy & Scooby-Doo Get a Clue!,2006,2009,,26,United States,Traditional,Modern (97-09),3,4.6,1319.0,23.0,"Action,Adventure,Animation",tt0850642
SheZow,2012,2013,,26,"Australia, Canada",Flash,Streaming Era (2010+),1,5.7,666.0,30.0,"Action,Adventure,Animation",tt2070443
Shiva,2015,2015,,,India,CGI,Streaming Era (2010+),0,1.8,524.0,21.0,"Action,Adventure,Animation",tt8861916
Shorties Watchin' Shorties,2004,2004,,13,United States,Flash,Modern (97-09),0,6.5,310.0,30.0,"Animation,Comedy",tt0407447
Shorts in a Bunch,2007,2008,,13,United States,Traditional,Modern (97-09),1,6.6,9.0,,Animation,tt1156525
Shorty McShorts' Shorts,2006,2007,,13,United States,Flash,Modern (97-09),1,4.0,333.0,5.0,"Adventure,Animation,Comedy",tt0859503
Shuriken School,2006,2007,,65,"France, Spain",Flash,Modern (97-09),1,6.0,409.0,26.0,"Action,Adventure,Animation",tt0835241
Sidekick,2010,2013,3,52,Canada,Flash,Streaming Era (2010+),3,4.1,1248.0,24.0,"Action,Adventure,Animation",tt1746428
Silver Surfer,1998,1998,1,13,"Canada, United States",Traditional,Modern (97-09),0,7.1,3337.0,20.0,"Action,Adventure,Animation",tt0203268
Shimmer and Shine,2015,2020,4,86,United States,"Flash (season 1), CGI (from season 2)",Streaming Era (2010+),5,5.2,841.0,30.0,"Adventure,Animation,Family",tt4494948
Shadow Raiders,1998,1999,2,26,Canada,CGI,Modern (97-09),1,8.1,854.0,30.0,"Action,Adventure,Animation",tt0169510
Seven Little Monsters,2000,2004,3,40,"Canada, China, Philippines",Traditional,Modern (97-09),4,7.0,469.0,30.0,"Animation,Comedy,Family",tt0274284
Sendokai Champions,2013,,2,52,Spain,CGI,Streaming Era (2010+),10,8.3,779.0,11.0,Animation,tt3040130
Samurai Rabbit: The Usagi Chronicles,2022,,2,20,United States,CGI,Streaming Era (2010+),1,6.4,654.0,25.0,"Action,Adventure,Animation",tt12717354
Sanjay and Craig,2013,2016,3,60,United States,Traditional,Streaming Era (2010+),3,4.8,4495.0,23,"Adventure,Animation,Comedy",tt2869898
Santa Inc.,2021,2021,1,10,United States,Stop Motion,Streaming Era (2010+),0,1.7,15836.0,30,"Animation,Comedy,Fantasy",tt12286260
Santiago of the Seas,2020,,2,29,United States,CGI,Streaming Era (2010+),3,6.5,235.0,30.0,"Action,Adventure,Animation",tt12844622
Santo Bugito,1995,1995,1,13,United States,Traditional,Golden Age (85-96),0,7.0,114.0,52.0,"Animation,Comedy,Family",tt0115345
Saturday Morning All Star Hits!,2021,,1,8,United States,Flash/Live-Action,Streaming Era (2010+),2,7.4,1391.0,23.0,"Animation,Comedy",tt15977708
Saturday Morning Minions,2021,2022,1,40,United States,Flash,Streaming Era (2010+),1,7.4,80.0,1.0,"Animation,Comedy,Family",tt14783642
Scaredy Squirrel,2011,2013,3,104,Canada,Flash,Streaming Era (2010+),2,4.3,687.0,11.0,"Animation,Comedy,Family",tt2059031
School of Roars,2017,,1,52,British,Flash,Streaming Era (2010+),6,7.0,61.0,,"Animation,Family",tt6511722
Science Court,1997,2000,3,29,United States,Traditional,Modern (97-09),3,8.2,214.0,30.0,"Animation,Comedy,Family",tt0124255
